Codigo_Transacao,CPF_Cliente,Nome_Cliente,Data_Transacao,Moeda,Valor_Transacao,Tipo_Transacao,Status_Transacao,Categoria,Banco,Num_Parcelas,Taxa_Servico,Valor_Final
FIN000486,954.122.947.23,Henrique Pinto,2023-08-18,BRL,22844.17,Pagamento,Aprovada,Tecnologia,Banco do Brasil,12,638.34,23482.51
FIN000431,67055440323,Natalia Correia,2023-06-28,BRL,,Pagamento,Aprovada,Tecnologia,XP,12,304.89,16902.91
FIN000838,78496997828,Carolina Azevedo,2024-07-04,BRL,1959.1,DEPOSITO,aprov.,Viagem,C6 Bank,3,10.6,1969.7
FIN000812,90655751946,Leonardo,2024-06-11,BRL,15421.16,Depósito,Aprovada,Investimento,BTG,6,175.61,15596.77
FIN000291,91172194080,Beatriz Lopes,2023-02-21,EUR,EUR 3887.94,DEPOSITO,Pendente,Vestuário,BTG,12,541.44,21925.09
FIN000017,42786137159,Beatriz Lopes,2022-06-15,BRL,24350.21,PIX,Pendente,Investimento,XP,6,136.07,24486.28
FIN000159,712.991.189.73,Rafael Macedo,23-Oct-2022,BRL,8006.5,Depósito,Pendente,Vestuário,C6 Bank,12,44.99,8051.49
FIN000244,66729677390,Thiago Cavalcanti,2023-01-09,BRL,24123.35,Saque,Recusada,Viagem,Inter,24,454.83,24578.18
FIN000067,963.179.702.43,Rafael Macedo,2022-07-31,BRL,7361.97,Saque,Aprovada,Viagem,BTG,2,75.16,7437.13
FIN000983,,Leticia Moura,2024-11-14,BRL,20316.26,Dep.,Pendente,Tecnologia,BTG,24,300.68,20616.94
FIN000360,29092141757,Amanda Vieira,Apr 25 2023,BRL,14786.77,Saque,Recusada,Vestuário,XP,6,126.76,14913.53
FIN000824,92222264035,Diego Peixoto,2024-06-22,BRL,24857.57,Depósito,Pendente,Viagem,Inter,6,256.85,25114.42
FIN000632,58934125810,Vanessa Coelho,2023-12-29,BRL,13976.52,Depósito,Recusada,Alimentação,XP,12,215.32,14191.84
FIN000505,87611024821,ISABELA NUNES,2023-09-04,BRL,"4095,19",Transferência,Pendente,Moradia,BTG,2,89.38,4184.57
FIN000473,41083673451,Marcelo Teixeira,2023-08-06,BRL,22769.64,pgto.,Pendente,Viagem,Banco do Brasil,6,551.65,23321.29
FIN000545,81392478197,Rodrigo Farias,2023-10-11,BRL,10655.14,Pagamento,Autorizada,Moradia,XP,6,265.53,10920.67
FIN000578,11481064923,Camila Rocha,2023-11-10,BRL,11455.79,PIX,Recusada,Viagem,C6 Bank,24,-94.83,11550.62
FIN000960,40545298725,Henrique Pinto,2024-10-24,BRL,23607.27,Pagamento,Pendente,Investimento,Inter,3,613.69,24220.96
FIN000522,22062346096,Vanessa Coelho,2023-09-20,BRL,R$5030.31,Depósito,RECUSADA,Vestuário,Inter,12,87.37,5117.68
FIN000929,31883710830,Natalia Correia,2024/09/26,BRL,22114.04,Depósito,Negada,Moradia,BTG,6,295.2,8845.62
FIN000531,32421776868,Natalia Correia,2023-09-28,BRL,20740.69,Pagamento,Autorizada,Vestuário,XP,6,539.61,21280.3
FIN000409,10526032616,Amanda Vieira,2023-06-08,BRL,19614.48,Transferência,Pendente,Vestuário,C6 Bank,2,121.26,19735.74
FIN000666,25442198025,Thiago Cavalcanti,2024-01-29,BRL,"1955,9",Depósito,Recusada,Alimentação,Inter,24,36.78,1992.68
FIN000927,56784371238,Juliana Queiroz,Sep 24 2024,BRL,9667.54,Depósito,Recusada,Vestuário,BTG,3,142.05,9809.59
FIN000433,51576391280,Vanessa Coelho,2023-06-30,BRL,20596.74,Transferência,Aprovada,Alimentação,XP,24,431.3,21028.04
FIN000432,71716252086,Thiago Cavalcanti,2023-06-29,BRL,437.35,Boleto,Recusada,Viagem,Banco do Brasil,24,07.02,444.37
FIN000485,67435414811,Leticia Moura Moura,2023-08-17,BRL,23585.05,Pagamento,Pendente,Investimento,C6 Bank,24,659.67,24244.72
FIN000152,612-939-396-69,Amanda Vieira,17.10.2022,BRL,2207.95,Transferência,Recusada,Alimentação,Banco do Brasil,24,61.01,2268.96
FIN000328,66394084440,Guilherme Mota,2023-03-26,GBP,GBP 1845.09,Depósito,Pendente,Viagem,XP,2,-122.67,11746.74
FIN000257,57745616761,Carolina Azevedo,2023-01-20,BRL,19652.49,deposito,Pendente,Tecnologia,XP,24,414.96,20067.45
FIN000312,11961691777,Thiago Cavalcanti,12-mar.-2023,BRL,3509.32,Pagamento,Aprovada,Tecnologia,Inter,1,73.66,3582.98
FIN000851,592.915.253-96,Natalia Correia,2024-07-16,BRL,8284.71,DOC,Pendente,Tecnologia,C6 Bank,1,114.93,8399.64
FIN000305,29321723647,Juliana Queiroz,2023-03-05,BRL,10773.82,Transferência,Recusada,Vestuário,Inter,3,210.7,10984.52
FIN000785,19286049616,Camila Rocha,2024-05-17,BRL,17116.56,Pagamento,recus.,Vestuário,Banco do Brasil,24,301.34,17417.9
FIN000414,39561792552,Isabela Nunes,2023-06-13,BRL,20676.33,Depósito,Aprovada,Investimento,Banco do Brasil,1,495.86,21172.19
FIN000134,99853764417,Guilherme Mota,2022-09-30,BRL,,Pgto,Aprovada,Viagem,Inter,1,231.41,17823.59
FIN000032,41246258028,Isabela Nunes,2022-06-29,GBP,GBP 848.30,Saque,Recusada,Alimentação,BTG,1,126.48,5470.77
FIN000766,73616362672,Leticia Moura,2024-04-30,BRL,R$12751.88,DOC,Pendente,Moradia,XP,12,171.87,5100.75
FIN000783,31750854843,Isabela Nunes,2024-05-15,BRL,7503.62,P-I-X,Pendente,Moradia,XP,3,169.12,7672.74
FIN000459,32462371839,Beatriz Lopes,2023-07-24,BRL,24458.85,Pagamento,Pendente,Investimento,XP,12 parcelas,208.06,24666.91
FIN000162,22058461224,Diego Peixoto,2022-10-26,BRL,17141.26,Dep.,Recusada,Vestuário,Banco do Brasil,6x,434.09,17575.35
FIN000340,962-648-170-26,FELIPE ANDRADE,2023-04-06,BRL,7177.9,Depósito,Recusada,Moradia,C6 Bank,6,110.54,7288.44
FIN000287,50129486654,Natalia Correia Correia,2023-02-17,BRL,7368.6,Pagamento,Aprovada,Tecnologia,Inter,3,120.05,7488.65
FIN000249,16629864356,Vanessa Coelho,2023-01-13,BRL,12983.61,Pagamento,Pendente,Vestuário,Banco do Brasil,3,334.35,5193.44
FIN000998,60686054785,Beatriz Lopes,2024-11-28,USD,USD 3954.35,PIX,Recusada,Alimentação,C6 Bank,12.0,200.16,19971.92
FIN000580,20264318575,Rodrigo Farias,2023-11-12,BRL,10332.08,TED,Aprovada,Viagem,C6 Bank,6,192.28,10524.36
FIN000888,470.315.401-49,Amanda Vieira,2024-08-19,BRL,20790.0,DOC,Recusada,Tecnologia,C6 Bank,6,455.03,21245.03
FIN000849,964.752.681.30,Thiago Cavalcanti,2024-07-14,BRL,19760.66,Depósito,Autorizada,Investimento,Inter,2,338.26,20098.92
FIN000995,12727614747,Beatriz Lopes,25.11.2024,BRL,R$4100.23,Pagamento,Recusada,Vestuário,Banco do Brasil,1,121.73,4221.96
FIN000002,37058746056,Juliana Queiroz,2022-06-01,BRL,12227.56,dep.,Aprovada,Viagem,Banco do Brasil,6,-143.75,12371.31
FIN000737,204-218-239-68,Rafael Macedo,2024-04-03,BRL,6504.73,deposito,Pendente,Alimentação,Inter,1,136.82,6641.55
FIN000208,14969814710,Carolina Azevedo,07/12/2022,BRL,23123.25,PIX,Em processamento,Viagem,XP,3,273.12,23396.37
FIN000630,54348557145,Vanessa Coelho,2023-12-27,BRL,10689.38,Depósito,Aprovada,Investimento,C6 Bank,6,99.99,10789.37
FIN000991,50717422658,Felipe Andrade,2024-11-21,BRL,11256.76,Pix,Aprovada,Tecnologia,XP,12,254.48,11511.24
FIN000903,108-959-645-85,Rodrigo Farias,2024-09-02,BRL,22970.99,DOC,Aprovada,Tecnologia,Banco do Brasil,3,685.79,23656.78
FIN000913,35299978560,Guilherme Mota,2024-09-11,BRL,24647.57,Pagamento,Aprovada,Tecnologia,C6 Bank,6,379.67,25027.24
FIN000265,41614210018,Thiago Cavalcanti,2023-01-28,BRL,16635.46,Saque,RECUSADA,Viagem,C6 Bank,24,150.02,16785.48
FIN000275,50868716751,Andre Monteiro,02/06/2023,BRL,4554.43,Saque,RECUSADA,Vestuário,,12,120.95,4675.38
FIN000071,79472256489,Henrique Pinto,2022-08-03,BRL,-1200.0,Transferência,Recusada,Viagem,C6 Bank,24,660.37,24611.97
FIN000641,811.548.993.64,Rafael Macedo,2024-01-06,BRL,14086.86,Saque,Recusada,Vestuário,BTG,24,390.85,14477.71
FIN000445,53543833017,Isabela Nunes,2023-07-11,BRL,17141.18,Transferência,Pendente,Alimentação,Inter,2,102.53,17243.71
FIN000899,58282076017,Leticia Moura,2024-08-29,GBP,GBP 1321.29,Pagamento,Pendente,Viagem,Banco do Brasil,1,,8484.8
FIN000099,19224249875,Thiago Cavalcanti,29-Aug-2022,BRL,18628.95,PIX,Aprovada,Tecnologia,BTG,3.0,499.31,19128.26
FIN000006,91799550946,Guilherme Mota,2022-06-05,USD,USD 2832.43,Depósito,Aprovada,Moradia,C6 Bank,2,,14552.74
FIN000022,30721445259,Marcelo Teixeira,2022-06-20,BRL,13880.93,Depósito,Pendente,Tecnologia,BTG,1,191.05,14071.98
FIN000706,25576295266,Camila Rocha,06/03/2024,BRL,14947.49,Transferência,Recusada,Moradia,Inter,3x,-265.89,15213.38
FIN000415,39260696743,Marcelo Teixeira,2023-06-14,BRL,9943.17,Depósito,Aprovada,Investimento,XP,6,170.53,10113.7
FIN000518,33876984122,Amanda Vieira,2023-09-16,BRL,13312.91,PIX,Recusada,Viagem,XP,24,397.34,13710.25
FIN000150,12817594384,Vanessa Coelho,2022-10-15,BRL,19907.35,Pagamento,Aprovada,Tecnologia,C6 Bank,1,556.26,20463.61
,,,,,,,,,,,,
FIN000648,83120444779,Isabela,13.01.2024,BRL,8106.14,Depósito,Recusada,Moradia,BTG,2,42.37,8148.51
FIN000355,42311775659,Isabela Nunes,2023-04-20,BRL,163.73,Depósito,Recusada,Alimentação,XP,1,3.12,166.85
FIN000858,16957669271,Diego Peixoto,2024-07-23,USD,USD 3445.98,dep.,Aprovada,Moradia,Banco do Brasil,24,468.99,17698.87
FIN000367,13477886482,Guilherme Mota,01.05.2023,BRL,-1200.0,Depósito,Negada,Vestuário,Banco do Brasil,24,-95.31,8459.66
,,,,,,,,,,,,
FIN000840,62646847350,Leticia Moura,2024-07-06,BRL,16207.39,Pagamento,Aprovada,Investimento,C6 Bank,3,103.11,16310.5
FIN000199,61071844449,Vanessa Coelho,2022-11-28,BRL,7376.24,Pagamento,PENDENTE,Moradia,Banco do Brasil,2,53.39,7429.63
FIN000123,17917050841,Juliana Queiroz,2022-09-20,BRL,12935.09,Pagamento,Aprovada,Moradia,Banco do Brasil,1,81.93,13017.02
FIN000204,69515217251,Camila Rocha,2022-12-03,BRL,18063.01,Depósito,Pendente,Alimentação,Banco do Brasil,24,441.92,18504.93
FIN000068,18290234736,Isabela Nunes,2022-08-01,BRL,4042.25,Pagamento,aprovada,Vestuário,,12,80.15,4122.4
FIN000224,723-632-325-72,Priscila Gomes,2022-12-21,BRL,24738.25,Pgto,APROVADA,Vestuário,BTG,2,450.12,25188.37
FIN000128,239.861.336.28,Isabela Nunes,2022-09-25,BRL,6265.98,Transferência,Pendente,Tecnologia,Inter,1,109.52,6375.5
FIN000656,39669378312,Camila Rocha,2024-01-20,USD,USD 2012.10,Transferência,Pendente,Viagem,Inter,12,118.09,10178.58
FIN000839,329-593-381-10,Marcelo Teixeira,2024-07-05,BRL,15140.15,Depósito,Pendente,Investimento,Inter,1,399.05,15539.2
FIN000963,13229079135,Leonardo Braga,2024-10-27,BRL,12859.41,Pagamento,Recusada,Vestuário,BTG,24,377.78,13237.19
FIN000140,32942049293,Beatriz Lopes Lopes,2022-10-06,BRL,4393.32,Depósito,Pendente,Viagem,C6 Bank,1,62.18,4455.5
FIN000418,31899632942,Guilherme Mota,17.06.2023,BRL,3156.6,Pagamento,Aprovada,Vestuário,C6 Bank,3 parcelas,92.63,3249.23
FIN000219,457.552.694.62,Rodrigo Farias,2022-12-17,BRL,10456.12,Depósito,Aprovada,Alimentação,Banco do Brasil,24,122.13,10578.25
FIN000547,94427873554,Diego Peixoto,2023-10-12,BRL,19659.63,pagamento,Aprovada,Moradia,,24,356.66,20016.29
FIN000843,42734994936,Carolina Azevedo,09-jul.-2024,BRL,1191.66,pix,Recusada,Viagem,Banco do Brasil,2,,1212.62
FIN000158,84750513435,Diego Peixoto,2022-10-22,BRL,10375.33,Depósito,Aprovada,Vestuário,XP,1,187.38,10562.71
FIN000095,41186912976,Rodrigo,2022-08-25,USD,USD 824.41,Depósito,Pendente,Investimento,Banco do Brasil,2,82.8,4204.86
FIN000256,24228995265,Camila Rocha,2023-01-20,BRL,10320.42,Pagamento,Recusada,Tecnologia,Inter,1,90.27,10410.69
FIN000181,43480439642,Marcelo Teixeira,2022-11-12,BRL,6299.75,Depósito,pendente,Moradia,Inter,12,57.23,6356.98
FIN000644,17594379924,Camila Rocha,2024-01-09,BRL,13638.79,Transferência,Recusada,Viagem,Banco do Brasil,1,380.74,14019.53
FIN000739,61322537493,Andre Monteiro,05-Apr-2024,BRL,15903.83,Pgto,Aprovada,,XP,2x,316.87,16220.7
FIN000040,46824373039,Rafael Macedo,2022/07/06,BRL,23225.51,Pagamento,Pendente,Alimentação,XP,12,-621.47,23846.98
FIN000131,17773562715,Marcelo Teixeira,2022-09-27,BRL,"R$15.466,83",Pagamento,RECUSADA,Investimento,Inter,12,328.9,15795.73
FIN000255,99820795155,Amanda Vieira,2023-01-19,BRL,2936.25,Transferência,Pendente,Investimento,C6 Bank,3,47.16,2983.41
FIN000190,31895270372,Diego Peixoto,2022-11-20,BRL,2899.24,PIX,Pendente,Viagem,C6 Bank,3,85.92,2985.16
FIN000713,55046855237,Rafael Macedo,2024-03-12,BRL,269.42,Depósito,Pendente,Alimentação,Banco do Brasil,6,5.92,275.34
FIN000590,14213198079,Diego Peixoto,2023-11-21,BRL,6784.2,Pagamento,Aprovada,Tecnologia,C6 Bank,6,148.87,6933.07
FIN000403,45352554234,Juliana Queiroz,2023-06-03,BRL,,PIX,Pendente,Moradia,Banco do Brasil,24,203.27,20089.95
FIN000761,835.470.943-81,Diego Peixoto,2024-04-25,BRL,"8389,71",transf.,Aprovada,Moradia,C6 Bank,12,,3355.88
FIN000039,29742460159,Camila Rocha,2022-07-05,BRL,4230.29,Pagamento,Recusada,Vestuário,,6,106.06,4336.35
FIN000243,22357127636,Leonardo Braga,2023-01-08,BRL,13319.19,PIX,Pendente,Moradia,C6 Bank,2,243.41,13562.6
FIN000885,17816061619,Priscila Gomes,2024-08-16,BRL,6591.93,Depósito,Autorizada,Tecnologia,C6 Bank,12x,43.74,6635.67
FIN000354,93384770093,Rafael Macedo,2023-04-19,BRL,8079.67,Saque,Recusada,Viagem,Banco do Brasil,1,207.83,8287.5
FIN000621,98516789059,Natalia Correia,2023-12-19,BRL,-1200.0,Pix,Pendente,Moradia,XP,12,24.02,1162.94
FIN000651,86751073273,Isabela Nunes,2024-01-16,EUR,EUR 4386.44,Saque,Pendente,Alimentação,BTG,24,283.82,24409.24
FIN000535,54910517318,Guilherme Mota,2023/10/02,BRL,23074.83,Transferência,Pendente,Viagem,XP,12,443.6,23518.43
FIN000504,21987077427,Natalia Correia,2023-09-03,BRL,6634.34,PIX,recusada,Investimento,XP,3,65.33,6699.67
FIN000160,64225732130,HENRIQUE PINTO,24-Oct-2022,BRL,17696.71,Depósito,Recusada,Tecnologia,,24,105.34,17802.05
FIN000395,93479132654,NATALIA CORREIA,27-May-2023,BRL,R$5498.08,PIx,Aprovada,Alimentação,BTG,24,119.23,5617.31
FIN000883,32729315420,Andre Monteiro,2024-08-15,BRL,23524.7,Depósito,Pendente,Tecnologia,Inter,2,475.69,24000.39
FIN000538,80151227843,Priscila Gomes,2023-10-04,BRL,,Pagamento,recusada,Tecnologia,XP,1,122.21,10335.41
FIN000696,47546270321,Rafael Macedo,2024-02-26,USD,USD 4703.40,PIX,Aprovada,Investimento,Inter,12,446.24,23963.24
FIN000241,365.819.439-84,Leonardo Braga,2023-01-06,BRL,21174.5,Saque,Aprovada,Viagem,Banco do Brasil,1,468.18,21642.68
FIN000014,828.482.806.10,Isabela Nunes,2022-06-12,BRL,12378.98,Pgto,Aprovada,Alimentação,XP,12,130.95,12509.93
FIN000658,152.313.475.15,Isabela Nunes,2024-01-22,BRL,6656.73,Pgto,Recusada,Vestuário,Inter,1,94.82,6751.55
FIN000476,60976825283,Diego Peixoto,2023-08-09,EUR,EUR 3502.29,PIX,Pendente,Alimentação,BTG,1,436.87,19699.47
FIN000971,55247666548,Juliana Queiroz,03-nov.-2024,BRL,5451.47,Saque,Pendente,Viagem,XP,1,80.54,5532.01
FIN000938,78517435480,Rafael Macedo,2024-10-04,BRL,"11794,06",Depósito,Aprovada,Alimentação,Banco do Brasil,6.0,188.63,11982.69
FIN000315,28613561950,Amanda Vieira,2023-03-14,BRL,7955.96,Depósito,Recusada,Alimentação,Inter,24,54.99,8010.95
FIN000362,97330352390,Amanda Vieira,2023-04-26,BRL,,PIX,Aprovada,Investimento,C6 Bank,3,137.32,25117.98
FIN000591,84049510717,Thiago Cavalcanti,2023-11-22,BRL,21185.19,Saque,Recusada,Moradia,Inter,24,461.65,21646.84
FIN000321,34975754256,Leticia Moura,2023-03-20,BRL,2474.27,Depósito,Aprovada,Viagem,Banco do Brasil,12,39.2,2513.47
FIN000980,77234884626,Andre Monteiro,2024-11-11,BRL,21529.83,PIX,Recusada,Investimento,C6 Bank,3,473.76,22003.59
FIN000745,176-587-633-68,Rodrigo_Farias,2024-04-10,BRL,6588.17,Pagamento,Pendente,Tecnologia,BTG,6,66.79,6654.96
FIN000673,78795026067,Camila Rocha,2024-02-05,BRL,18706.78,PIX,Aprovada,Investimento,Banco do Brasil,2,250.56,18957.34
FIN000565,873-616-433-98,Amanda Vieira,Oct 29 2023,BRL,4847.33,PIX,Recusada,Investimento,XP,24,91.99,4939.32
FIN000356,947.497.125-48,Felipe Andrade,2023-04-21,BRL,5909.31,Retirada,Recusada,Investimento,Inter,24,138.46,6047.77
FIN000035,42234416341,Juliana Queiroz,2022-07-02,BRL,5914.34,Pagamento,Recusada,Viagem,Banco do Brasil,1,33.35,5947.69
FIN000335,21418997931,Priscila Gomes,2023-04-02,BRL,"R$20.048,17",Depósito,Pendente,Alimentação,BTG,12,229.68,20277.85
FIN000689,20867563736,Felipe Andrade,2024-02-19,BRL,10771.38,Pagamento,Recusada,Tecnologia,Inter,12,54.91,10826.29
FIN000377,15097545472,Vanessa Coelho,2023-05-10,USD,USD 3377.54,Saque,Aprovada,,XP,2,310.0,17197.7
FIN000185,634.208.408.74,Vanessa Coelho,nov. 16 2022,BRL,20445.88,Pagamento,Aprovada,Viagem,Inter,2,430.82,20876.7
FIN000824,92222264035,Diego Peixoto,2024-06-22,BRL,24857.57,Depósito,Pendente,Viagem,Inter,6,256.85,25114.42
FIN000424,98036047561,Henrique Pinto,2023-06-22,BRL,24231.46,Transferência,Aprovada,Vestuário,Banco do Brasil,3,659.83,24891.29
FIN000945,13253924336,Carolina Azevedo,2024-10-10,BRL,"R$21.288,01",Pagamento,recusada,Vestuário,C6 Bank,3,589.4,21877.41
FIN000326,19969834795,Juliana Queiroz,2023-03-25,BRL,6960.8,PIX,Pendente,Investimento,BTG,2,93.44,7054.24
FIN000188,80320443375,Camila Rocha,2022-11-18,BRL,400.36,Transferência,Pendente,Viagem,XP,12,11.74,412.1
FIN000942,511.758.916.69,Henrique Pinto,2024-10-07,BRL,13690.2,PIX,Recusada,Vestuário,XP,2,371.02,14061.22
FIN000285,92427286319,Thiago Cavalcanti,2023-02-15,BRL,"R$18.095,37",Saque,pendente,Viagem,C6 Bank,1,124.45,18219.82
FIN000392,59118540622,Thiago Cavalcanti,2023-05-24,BRL,14774.59,PIx,Recusada,Investimento,Inter,6,180.69,14955.28
FIN000900,74655429049,Priscila Gomes,2024-08-30,BRL,16054.22,Depósito,Recusada,Viagem,XP,24,443.11,16497.33
FIN000161,83289858652,Thiago_Cavalcanti,2022-10-25,BRL,15715.12,Transferência,APROVADA,Viagem,Banco do Brasil,1,-275.96,15991.08
FIN000166,36083823991,priscila gomes,2022-10-29,BRL,2125.94,Pagamento,Recusada,Investimento,Banco do Brasil,1,42.56,2168.5
FIN000348,26853376970,Diego_Peixoto,2023-04-14,BRL,R$15618.23,Depósito,Aprovada,Alimentação,C6 Bank,3,173.42,15791.65
FIN000299,66230238672,Leticia Moura,2023-02-28,BRL,9453.91,Saque,Pendente,Tecnologia,BTG,1,208.65,9662.56
FIN000536,47591668711,Beatriz Lopes,10/02/2023,BRL,8207.47,Saque,Aprovada,Moradia,Inter,12,223.36,8430.83
FIN000230,36627839422,Rafael Macedo,2022-12-27,BRL,10513.98,Depósito,Pendente,Viagem,XP,2.0,128.55,10642.53
FIN000860,76083627754,Camila Rocha,2024-07-25,BRL,19475.44,Transferência,Aprovada,,BTG,6,309.18,19784.62
FIN000828,28245194229,Diego Peixoto,2024-06-25,EUR,EUR 1269.66,Depósito,Pendente,Moradia,BTG,6,78.37,7061.5
FIN000695,16491175883,Henrique Pinto,2024-02-25,BRL,13102.28,Pagamento,Aprovada,Moradia,C6 Bank,6.0,278.17,13380.45
FIN000856,70073864458,Natalia Correia,2024-07-21,BRL,17460.83,Transferência,Recusada,Investimento,XP,3,203.05,17663.88
FIN000042,564-387-526-35,Marcelo Teixeira,08-jul.-2022,BRL,1091.88,Pagamento,Recusada,Viagem,Banco do Brasil,12x,19.98,1111.86
FIN000869,63223098780,Vanessa Coelho,2024-08-02,BRL,2029.65,Saque,Pendente,Moradia,Inter,2,41.28,2070.93
FIN000749,64075969281,Isabela Nunes,2024-04-14,BRL,"20008,57",Pagamento,Recusada,Alimentação,Banco do Brasil,2,-249.01,20257.58
FIN000997,59867268918,Henrique Pinto,27-nov.-2024,BRL,"R$6.344,47",Depósito,Aguardando,,C6 Bank,2,167.49,6511.96
FIN000863,77380569531,Camila Rocha,2024-07-27,BRL,20458.78,Pagamento,Pendente,Vestuário,Inter,24,587.24,21046.02
FIN000588,229.997.851-88,Thiago Cavalcanti,2023-11-19,BRL,R$9452.46,saque,aprov.,Tecnologia,Banco do Brasil,2,161.7,3780.98
FIN000544,56428216470,Juliana Queiroz,2023-10-10,BRL,9701.95,Dep.,recusada,Alimentação,BTG,6,118.11,9820.06
FIN000447,40128163973,Natalia Correia,2023-07-13,GBP,GBP 1055.23,PIX,Pendente,Tecnologia,C6 Bank,3,34.78,6682.74
,,,,,,,,,,,,
FIN000350,81576077792,Diego Peixoto,2023-04-15,BRL,16299.57,Depósito,Recusada,Investimento,Inter,12x,382.82,16682.39
FIN000046,20266682014,Vanessa Coelho,2022-07-12,BRL,20881.23,Pagamento,recusada,Vestuário,XP,12,300.43,21181.66
FIN000608,30256850624,Henrique Pinto,2023-12-07,BRL,22309.85,Pagamento,Recusada,Alimentação,C6 Bank,1,492.38,22802.23
FIN000952,21293962437,Priscila Gomes,2024-10-17,BRL,14081.11,PIX,Recusada,Alimentação,Banco do Brasil,1,331.84,14412.95
FIN000109,43120580696,Rodrigo Farias,07/09/2022,BRL,12701.63,Depósito,Aprovada,Investimento,C6 Bank,2,190.37,12892.0
FIN000618,424-390-121-67,Vanessa Coelho,2023-12-16,BRL,12872.38,Depósito,Recusada,Tecnologia,Banco do Brasil,2,170.38,13042.76
FIN000662,80873262247,Rodrigo Farias,2024/01/26,BRL,11796.5,Depósito,Recusada,,XP,2,259.01,12055.51
FIN000030,90299678612,Isabela_Nunes,27-jun.-2022,BRL,2466.79,Pagamento,Pendente,Moradia,BTG,3,14.02,2480.81
FIN000182,25184317941,Juliana Queiroz,2022-11-13,BRL,22991.45,PAGAMENTO,Recusada,Tecnologia,Inter,1,657.92,23649.37
FIN000622,38570345915,Vanessa Coelho,2023-12-20,BRL,11596.8,PIX,Bloqueada,Vestuário,XP,24,144.31,11741.11
FIN000420,14960137861,Leonardo Braga,2023-06-18,BRL,15095.33,Transferência,Recusada,Alimentação,XP,24,110.52,15205.85
FIN000635,21472230692,Marcelo Teixeira,2024-01-01,BRL,21859.05,PIX,Aprovada,Moradia,C6 Bank,24,615.29,22474.34
FIN000796,69853338993,Priscila Gomes,2024-05-27,BRL,1623.67,Saque,Pendente,Investimento,Inter,1,41.62,1665.29
FIN000105,50889569876,Amanda Vieira,2022-09-04,BRL,24884.35,Transferência,Aprovada,Vestuário,BTG,12,616.69,25501.04
FIN000061,86676734188,Rodrigo Farias,2022-07-25,BRL,10278.47,PIX,Aprovado,Tecnologia,Inter,24,105.03,10383.5
FIN000659,49167327866,Guilherme Mota,2024-01-23,BRL,19112.79,Pagamento,Pendente,Alimentação,Banco do Brasil,12,382.7,19495.49
FIN000084,71430287175,Juliana Queiroz,2022-08-15,BRL,20572.0,dep.,Recusada,Investimento,XP,2,584.24,21156.24
FIN000491,65238737972,Amanda Vieira,22.08.2023,BRL,2651.61,Depósito,Recusada,Moradia,Banco do Brasil,2,49.98,2701.59
FIN000316,10842488636,Rafael Macedo,2023/03/15,BRL,11926.33,PIX,Pendente,Alimentação,XP,6,-301.6,12227.93
FIN000451,93518828697,Leonardo Braga,2023-07-17,BRL,23888.91,PIX,Aprovada,Viagem,Banco do Brasil,6,546.92,24435.83
FIN000382,19842142281,Natalia Correia,2023-05-15,BRL,8539.25,Depósito,Recusada,Viagem,Banco do Brasil,2,141.99,8681.24
FIN000423,33879859775,Rafael Macedo,2023-06-21,BRL,5974.82,Pagamento,Aprovada,Investimento,BTG,24,46.78,6021.6
FIN000497,68695919169,Camila Rocha,2023-08-28,EUR,EUR 2009.98,PIX,Aprovada,Alimentação,XP,2,172.06,11226.95
FIN000588,229.997.851-88,Thiago Cavalcanti,2023-11-19,BRL,R$9452.46,saque,aprov.,Tecnologia,Banco do Brasil,2,161.7,9614.16
FIN000740,18753278775,Juliana Queiroz,2024-04-06,BRL,"12949,29",Pagamento,Aprovada,Vestuário,XP,24,383.01,13332.3
FIN000524,82827790865,Isabela Nunes,2023-09-21,BRL,24479.84,Depósito,Pendente,Tecnologia,BTG,24,376.06,24855.9
FIN000446,377.422.303.12,Guilherme Mota,2023-07-12,BRL,22253.83,PIX,Pendente,Alimentação,BTG,1,117.22,22371.05
FIN000664,20721034010,Natalia Correia,2024-01-27,BRL,398.16,DEPOSITO,Pendente,Viagem,XP,3,8.89,407.05
FIN000001,87110628869,Juliana Queiroz,01/06/2022,BRL,"R$16.823,35",Pagamento,Aprovada,Tecnologia,Inter,3,397.82,17221.17
FIN000780,39197728089,Diego Peixoto,2024-05-12,BRL,7299.73,Depósito,Pendente,Moradia,XP,2,96.18,7395.91
FIN000587,11980363937,Diego,2023-11-18,BRL,2013.55,PIX,Aprovada,Vestuário,C6 Bank,12,41.27,2054.82
FIN000627,22411922041,Leticia Moura,25.12.2023,USD,USD 4335.00,Pgto,Aprovada,Investimento,XP,2,183.83,21858.83
FIN000458,87164268124,Amanda Vieira,2023-07-23,BRL,17377.15,Transferência,Recusada,Moradia,Banco do Brasil,1,294.48,17671.63
FIN000489,16916418923,Camila Rocha,2023-08-20,BRL,19967.5,Transferência,Aprovada,Investimento,BTG,1,147.15,20114.65
FIN000089,34831478445,Leticia Moura,2022-08-20,BRL,20682.31,Saque,Pendente,Viagem,Inter,6,462.28,21144.59
FIN000484,80830288013,Guilherme Mota,2023-08-16,BRL,23317.41,Depósito,Aprovada,Vestuário,Banco do Brasil,6,271.81,23589.22
FIN000461,77083682531,Diego Peixoto,2023-07-26,BRL,18674.73,Retirada,Pendente,Moradia,Banco do Brasil,3,268.86,18943.59
